"year","month","date_of_month","date","day_of_week","births"
1995,9,23,1995-09-23,"Sat",9341
1995,9,24,1995-09-24,"Sun",8659
1995,9,25,1995-09-25,"Mon",11552
1995,9,26,1995-09-26,"Tues",12814
1995,9,27,1995-09-27,"Wed",12605
1995,9,28,1995-09-28,"Thurs",12845
1995,9,29,1995-09-29,"Fri",12316
1995,9,30,1995-09-30,"Sat",8988
1995,10,1,1995-10-01,"Sun",8545
1995,10,2,1995-10-02,"Mon",11650
1995,10,3,1995-10-03,"Tues",12375
1995,10,4,1995-10-04,"Wed",12016
1995,10,5,1995-10-05,"Thurs",12245
1995,10,6,1995-10-06,"Fri",12081
1995,10,7,1995-10-07,"Sat",9048
1995,10,8,1995-10-08,"Sun",7997
1995,10,9,1995-10-09,"Mon",10892
1995,10,10,1995-10-10,"Tues",12273
1995,10,11,1995-10-11,"Wed",11843
1995,10,12,1995-10-12,"Thurs",12002
1995,10,13,1995-10-13,"Fri",11078
1995,10,14,1995-10-14,"Sat",8920
1995,10,15,1995-10-15,"Sun",7996
1995,10,16,1995-10-16,"Mon",10840
1995,10,17,1995-10-17,"Tues",11974
1995,10,18,1995-10-18,"Wed",11693
1995,10,19,1995-10-19,"Thurs",11463
1995,10,20,1995-10-20,"Fri",11610
1995,10,21,1995-10-21,"Sat",8673
1995,10,22,1995-10-22,"Sun",7827
1995,10,23,1995-10-23,"Mon",10770
1995,10,24,1995-10-24,"Tues",11916
1995,10,25,1995-10-25,"Wed",11573
1995,10,26,1995-10-26,"Thurs",11534
1995,10,27,1995-10-27,"Fri",11449
1995,10,28,1995-10-28,"Sat",8633
1995,10,29,1995-10-29,"Sun",7876
1995,10,30,1995-10-30,"Mon",10480
1995,10,31,1995-10-31,"Tues",10740
1995,11,1,1995-11-01,"Wed",11702
1995,11,2,1995-11-02,"Thurs",11746
1995,11,3,1995-11-03,"Fri",11368
1995,11,4,1995-11-04,"Sat",8438
1995,11,5,1995-11-05,"Sun",7868
1995,11,6,1995-11-06,"Mon",10809
1995,11,7,1995-11-07,"Tues",12038
1995,11,8,1995-11-08,"Wed",11702
1995,11,9,1995-11-09,"Thurs",11441
1995,11,10,1995-11-10,"Fri",11246
1995,11,11,1995-11-11,"Sat",8522
1995,11,12,1995-11-12,"Sun",7891
1995,11,13,1995-11-13,"Mon",10534
1995,11,14,1995-11-14,"Tues",11455
1995,11,15,1995-11-15,"Wed",11629
1995,11,16,1995-11-16,"Thurs",11436
1995,11,17,1995-11-17,"Fri",11410
1995,11,18,1995-11-18,"Sat",8493
1995,11,19,1995-11-19,"Sun",7772
1995,11,20,1995-11-20,"Mon",11476
1995,11,21,1995-11-21,"Tues",12503
1995,11,22,1995-11-22,"Wed",11304
1995,11,23,1995-11-23,"Thurs",7754
1995,11,24,1995-11-24,"Fri",9125
1995,11,25,1995-11-25,"Sat",8115
1995,11,26,1995-11-26,"Sun",7500
1995,11,27,1995-11-27,"Mon",10979
1995,11,28,1995-11-28,"Tues",12002
1995,11,29,1995-11-29,"Wed",11344
1995,11,30,1995-11-30,"Thurs",11215
1995,12,1,1995-12-01,"Fri",11206
1995,12,2,1995-12-02,"Sat",8429
1995,12,3,1995-12-03,"Sun",7703
1995,12,4,1995-12-04,"Mon",10346
1995,12,5,1995-12-05,"Tues",11676
1995,12,6,1995-12-06,"Wed",11188
1995,12,7,1995-12-07,"Thurs",11242
1995,12,8,1995-12-08,"Fri",11166
1995,12,9,1995-12-09,"Sat",8201
1995,12,10,1995-12-10,"Sun",7595
1995,12,11,1995-12-11,"Mon",10429
1995,12,12,1995-12-12,"Tues",11784
1995,12,13,1995-12-13,"Wed",11191
1995,12,14,1995-12-14,"Thurs",11403
1995,12,15,1995-12-15,"Fri",11458
1995,12,16,1995-12-16,"Sat",8509
1995,12,17,1995-12-17,"Sun",7759
1995,12,18,1995-12-18,"Mon",11139
1995,12,19,1995-12-19,"Tues",12501
1995,12,20,1995-12-20,"Wed",12043
1995,12,21,1995-12-21,"Thurs",11944
1995,12,22,1995-12-22,"Fri",11204
1995,12,23,1995-12-23,"Sat",8058
1995,12,24,1995-12-24,"Sun",6999
1995,12,25,1995-12-25,"Mon",7027
1995,12,26,1995-12-26,"Tues",9447
1995,12,27,1995-12-27,"Wed",11897
1995,12,28,1995-12-28,"Thurs",12530
1995,12,29,1995-12-29,"Fri",12207
1995,12,30,1995-12-30,"Sat",9093
1995,12,31,1995-12-31,"Sun",7596
1996,1,1,1996-01-01,"Mon",7683
1996,1,2,1996-01-02,"Tues",9408
1996,1,3,1996-01-03,"Wed",10954
1996,1,4,1996-01-04,"Thurs",11308
1996,1,5,1996-01-05,"Fri",11631
1996,1,6,1996-01-06,"Sat",8680
1996,1,7,1996-01-07,"Sun",7735
1996,1,8,1996-01-08,"Mon",10044
1996,1,9,1996-01-09,"Tues",11018
1996,1,10,1996-01-10,"Wed",11144
1996,1,11,1996-01-11,"Thurs",11304
1996,1,12,1996-01-12,"Fri",11274
1996,1,13,1996-01-13,"Sat",8488
1996,1,14,1996-01-14,"Sun",7685
1996,1,15,1996-01-15,"Mon",9912
1996,1,16,1996-01-16,"Tues",11181
1996,1,17,1996-01-17,"Wed",11148
1996,1,18,1996-01-18,"Thurs",11579
1996,1,19,1996-01-19,"Fri",11292
1996,1,20,1996-01-20,"Sat",8492
1996,1,21,1996-01-21,"Sun",7701
1996,1,22,1996-01-22,"Mon",10593
1996,1,23,1996-01-23,"Tues",11451
1996,1,24,1996-01-24,"Wed",11336
1996,1,25,1996-01-25,"Thurs",11405
1996,1,26,1996-01-26,"Fri",11195
1996,1,27,1996-01-27,"Sat",8487
1996,1,28,1996-01-28,"Sun",7533
1996,1,29,1996-01-29,"Mon",10374
1996,1,30,1996-01-30,"Tues",11359
1996,1,31,1996-01-31,"Wed",10889
1996,2,1,1996-02-01,"Thurs",11030
1996,2,2,1996-02-02,"Fri",11335
1996,2,3,1996-02-03,"Sat",8390
1996,2,4,1996-02-04,"Sun",7531
1996,2,5,1996-02-05,"Mon",10364
1996,2,6,1996-02-06,"Tues",11360
1996,2,7,1996-02-07,"Wed",11204
1996,2,8,1996-02-08,"Thurs",11529
1996,2,9,1996-02-09,"Fri",11577
1996,2,10,1996-02-10,"Sat",8578
1996,2,11,1996-02-11,"Sun",7710
1996,2,12,1996-02-12,"Mon",10542
1996,2,13,1996-02-13,"Tues",11322
1996,2,14,1996-02-14,"Wed",12094
1996,2,15,1996-02-15,"Thurs",11820
1996,2,16,1996-02-16,"Fri",11666
1996,2,17,1996-02-17,"Sat",8465
1996,2,18,1996-02-18,"Sun",7763
1996,2,19,1996-02-19,"Mon",10036
1996,2,20,1996-02-20,"Tues",11598
1996,2,21,1996-02-21,"Wed",11554
1996,2,22,1996-02-22,"Thurs",11697
1996,2,23,1996-02-23,"Fri",11415
1996,2,24,1996-02-24,"Sat",8692
1996,2,25,1996-02-25,"Sun",7917
1996,2,26,1996-02-26,"Mon",10693
1996,2,27,1996-02-27,"Tues",11761
1996,2,28,1996-02-28,"Wed",11428
1996,2,29,1996-02-29,"Thurs",10692
1996,3,1,1996-03-01,"Fri",11785
1996,3,2,1996-03-02,"Sat",8719
1996,3,3,1996-03-03,"Sun",7885
1996,3,4,1996-03-04,"Mon",10586
1996,3,5,1996-03-05,"Tues",11475
1996,3,6,1996-03-06,"Wed",11535
1996,3,7,1996-03-07,"Thurs",11446
1996,3,8,1996-03-08,"Fri",11272
1996,3,9,1996-03-09,"Sat",8611
1996,3,10,1996-03-10,"Sun",7512
1996,3,11,1996-03-11,"Mon",10668
1996,3,12,1996-03-12,"Tues",11623
1996,3,13,1996-03-13,"Wed",11338
1996,3,14,1996-03-14,"Thurs",11578
1996,3,15,1996-03-15,"Fri",11860
1996,3,16,1996-03-16,"Sat",8691
1996,3,17,1996-03-17,"Sun",8010
1996,3,18,1996-03-18,"Mon",10812
1996,3,19,1996-03-19,"Tues",11764
1996,3,20,1996-03-20,"Wed",11482
1996,3,21,1996-03-21,"Thurs",11653
1996,3,22,1996-03-22,"Fri",11727
1996,3,23,1996-03-23,"Sat",8534
1996,3,24,1996-03-24,"Sun",8002
1996,3,25,1996-03-25,"Mon",10662
1996,3,26,1996-03-26,"Tues",11764
1996,3,27,1996-03-27,"Wed",11532
1996,3,28,1996-03-28,"Thurs",11728
1996,3,29,1996-03-29,"Fri",11659
1996,3,30,1996-03-30,"Sat",8712
1996,3,31,1996-03-31,"Sun",7956
1996,4,1,1996-04-01,"Mon",10173
1996,4,2,1996-04-02,"Tues",12055
1996,4,3,1996-04-03,"Wed",11622
1996,4,4,1996-04-04,"Thurs",11881
1996,4,5,1996-04-05,"Fri",10985
1996,4,6,1996-04-06,"Sat",8354
1996,4,7,1996-04-07,"Sun",7372
1996,4,8,1996-04-08,"Mon",10659
1996,4,9,1996-04-09,"Tues",11631
1996,4,10,1996-04-10,"Wed",11429
1996,4,11,1996-04-11,"Thurs",11489
1996,4,12,1996-04-12,"Fri",11462
1996,4,13,1996-04-13,"Sat",8565
1996,4,14,1996-04-14,"Sun",7687
1996,4,15,1996-04-15,"Mon",10548
1996,4,16,1996-04-16,"Tues",11754
1996,4,17,1996-04-17,"Wed",11554
1996,4,18,1996-04-18,"Thurs",11282
1996,4,19,1996-04-19,"Fri",11438
1996,4,20,1996-04-20,"Sat",8451
1996,4,21,1996-04-21,"Sun",7789
1996,4,22,1996-04-22,"Mon",10957
1996,4,23,1996-04-23,"Tues",11979
1996,4,24,1996-04-24,"Wed",11342
1996,4,25,1996-04-25,"Thurs",11340
1996,4,26,1996-04-26,"Fri",11070
1996,4,27,1996-04-27,"Sat",8444
1996,4,28,1996-04-28,"Sun",7567
1996,4,29,1996-04-29,"Mon",10325
1996,4,30,1996-04-30,"Tues",11391
1996,5,1,1996-05-01,"Wed",11390
1996,5,2,1996-05-02,"Thurs",11397
1996,5,3,1996-05-03,"Fri",11011
1996,5,4,1996-05-04,"Sat",8483
1996,5,5,1996-05-05,"Sun",7821
1996,5,6,1996-05-06,"Mon",10585
1996,5,7,1996-05-07,"Tues",11567
1996,5,8,1996-05-08,"Wed",11403
1996,5,9,1996-05-09,"Thurs",11404
1996,5,10,1996-05-10,"Fri",11471
1996,5,11,1996-05-11,"Sat",8495
1996,5,12,1996-05-12,"Sun",7758
1996,5,13,1996-05-13,"Mon",10291
1996,5,14,1996-05-14,"Tues",11757
1996,5,15,1996-05-15,"Wed",11619
1996,5,16,1996-05-16,"Thurs",11637
1996,5,17,1996-05-17,"Fri",11370
1996,5,18,1996-05-18,"Sat",8696
1996,5,19,1996-05-19,"Sun",7906
1996,5,20,1996-05-20,"Mon",11073
1996,5,21,1996-05-21,"Tues",11962
1996,5,22,1996-05-22,"Wed",11733
1996,5,23,1996-05-23,"Thurs",11511
1996,5,24,1996-05-24,"Fri",11835
1996,5,25,1996-05-25,"Sat",8666
1996,5,26,1996-05-26,"Sun",7746
1996,5,27,1996-05-27,"Mon",8034
1996,5,28,1996-05-28,"Tues",11151
1996,5,29,1996-05-29,"Wed",12119
1996,5,30,1996-05-30,"Thurs",11964
1996,5,31,1996-05-31,"Fri",11853
1996,6,1,1996-06-01,"Sat",8866
1996,6,2,1996-06-02,"Sun",7962
1996,6,3,1996-06-03,"Mon",10916
1996,6,4,1996-06-04,"Tues",11783
1996,6,5,1996-06-05,"Wed",11695
1996,6,6,1996-06-06,"Thurs",11849
1996,6,7,1996-06-07,"Fri",11750
1996,6,8,1996-06-08,"Sat",8739
1996,6,9,1996-06-09,"Sun",8013
1996,6,10,1996-06-10,"Mon",10927
1996,6,11,1996-06-11,"Tues",11978
1996,6,12,1996-06-12,"Wed",11710
1996,6,13,1996-06-13,"Thurs",11521
1996,6,14,1996-06-14,"Fri",11644
1996,6,15,1996-06-15,"Sat",8783
1996,6,16,1996-06-16,"Sun",8004
1996,6,17,1996-06-17,"Mon",10981
1996,6,18,1996-06-18,"Tues",12105
1996,6,19,1996-06-19,"Wed",11779
1996,6,20,1996-06-20,"Thurs",12052
1996,6,21,1996-06-21,"Fri",11759
1996,6,22,1996-06-22,"Sat",8946
1996,6,23,1996-06-23,"Sun",8128
1996,6,24,1996-06-24,"Mon",11080
1996,6,25,1996-06-25,"Tues",12150
1996,6,26,1996-06-26,"Wed",12154
1996,6,27,1996-06-27,"Thurs",11957
1996,6,28,1996-06-28,"Fri",12057
1996,6,29,1996-06-29,"Sat",8956
1996,6,30,1996-06-30,"Sun",8281
1996,7,1,1996-07-01,"Mon",11779
1996,7,2,1996-07-02,"Tues",13167
1996,7,3,1996-07-03,"Wed",12563
1996,7,4,1996-07-04,"Thurs",9358
1996,7,5,1996-07-05,"Fri",10823
1996,7,6,1996-07-06,"Sat",9044
1996,7,7,1996-07-07,"Sun",8248
1996,7,8,1996-07-08,"Mon",11385
1996,7,9,1996-07-09,"Tues",12623
1996,7,10,1996-07-10,"Wed",12362
1996,7,11,1996-07-11,"Thurs",12256
1996,7,12,1996-07-12,"Fri",11976
1996,7,13,1996-07-13,"Sat",9152
1996,7,14,1996-07-14,"Sun",8358
1996,7,15,1996-07-15,"Mon",11421
1996,7,16,1996-07-16,"Tues",12619
1996,7,17,1996-07-17,"Wed",12660
1996,7,18,1996-07-18,"Thurs",12247
1996,7,19,1996-07-19,"Fri",12049
1996,7,20,1996-07-20,"Sat",9107
1996,7,21,1996-07-21,"Sun",8349
1996,7,22,1996-07-22,"Mon",11164
1996,7,23,1996-07-23,"Tues",12731
1996,7,24,1996-07-24,"Wed",12214
1996,7,25,1996-07-25,"Thurs",12307
1996,7,26,1996-07-26,"Fri",12082
1996,7,27,1996-07-27,"Sat",9012
1996,7,28,1996-07-28,"Sun",8227
1996,7,29,1996-07-29,"Mon",11232
1996,7,30,1996-07-30,"Tues",12519
1996,7,31,1996-07-31,"Wed",12128
1996,8,1,1996-08-01,"Thurs",12153
1996,8,2,1996-08-02,"Fri",12088
1996,8,3,1996-08-03,"Sat",9174
1996,8,4,1996-08-04,"Sun",8327
1996,8,5,1996-08-05,"Mon",11268
1996,8,6,1996-08-06,"Tues",12508
1996,8,7,1996-08-07,"Wed",12277
1996,8,8,1996-08-08,"Thurs",12385
1996,8,9,1996-08-09,"Fri",12167
1996,8,10,1996-08-10,"Sat",9175
1996,8,11,1996-08-11,"Sun",8310
1996,8,12,1996-08-12,"Mon",11499
1996,8,13,1996-08-13,"Tues",12407
1996,8,14,1996-08-14,"Wed",12294
1996,8,15,1996-08-15,"Thurs",12180
1996,8,16,1996-08-16,"Fri",12419
1996,8,17,1996-08-17,"Sat",9290
1996,8,18,1996-08-18,"Sun",8305
1996,8,19,1996-08-19,"Mon",11392
1996,8,20,1996-08-20,"Tues",12270
1996,8,21,1996-08-21,"Wed",12338
1996,8,22,1996-08-22,"Thurs",12291
1996,8,23,1996-08-23,"Fri",12213
1996,8,24,1996-08-24,"Sat",9130
1996,8,25,1996-08-25,"Sun",8212
1996,8,26,1996-08-26,"Mon",11201
1996,8,27,1996-08-27,"Tues",12573
1996,8,28,1996-08-28,"Wed",12339
1996,8,29,1996-08-29,"Thurs",12509
1996,8,30,1996-08-30,"Fri",12479
1996,8,31,1996-08-31,"Sat",9144
1996,9,1,1996-09-01,"Sun",8250
1996,9,2,1996-09-02,"Mon",8331
1996,9,3,1996-09-03,"Tues",11506
1996,9,4,1996-09-04,"Wed",12970
1996,9,5,1996-09-05,"Thurs",12657
1996,9,6,1996-09-06,"Fri",12629
1996,9,7,1996-09-07,"Sat",9396
1996,9,8,1996-09-08,"Sun",8354
1996,9,9,1996-09-09,"Mon",11543
1996,9,10,1996-09-10,"Tues",12662
1996,9,11,1996-09-11,"Wed",12420
1996,9,12,1996-09-12,"Thurs",12486
1996,9,13,1996-09-13,"Fri",12019
1996,9,14,1996-09-14,"Sat",9323
1996,9,15,1996-09-15,"Sun",8561
1996,9,16,1996-09-16,"Mon",12107
1996,9,17,1996-09-17,"Tues",13063
1996,9,18,1996-09-18,"Wed",12630
1996,9,19,1996-09-19,"Thurs",12535
1996,9,20,1996-09-20,"Fri",12754
1996,9,21,1996-09-21,"Sat",9492
1996,9,22,1996-09-22,"Sun",8694
1996,9,23,1996-09-23,"Mon",11605
1996,9,24,1996-09-24,"Tues",12910
1996,9,25,1996-09-25,"Wed",12768
1996,9,26,1996-09-26,"Thurs",12684
1996,9,27,1996-09-27,"Fri",12756
1996,9,28,1996-09-28,"Sat",9359
1996,9,29,1996-09-29,"Sun",8393
1996,9,30,1996-09-30,"Mon",11491
1996,10,1,1996-10-01,"Tues",12851
1996,10,2,1996-10-02,"Wed",12347
1996,10,3,1996-10-03,"Thurs",12248
1996,10,4,1996-10-04,"Fri",12224
1996,10,5,1996-10-05,"Sat",8900
1996,10,6,1996-10-06,"Sun",7960
1996,10,7,1996-10-07,"Mon",11186
1996,10,8,1996-10-08,"Tues",12311
1996,10,9,1996-10-09,"Wed",12069
1996,10,10,1996-10-10,"Thurs",12157
1996,10,11,1996-10-11,"Fri",11582
1996,10,12,1996-10-12,"Sat",8710
1996,10,13,1996-10-13,"Sun",7970
1996,10,14,1996-10-14,"Mon",10770
1996,10,15,1996-10-15,"Tues",12272
1996,10,16,1996-10-16,"Wed",11894
1996,10,17,1996-10-17,"Thurs",11764
1996,10,18,1996-10-18,"Fri",11495
1996,10,19,1996-10-19,"Sat",8459
1996,10,20,1996-10-20,"Sun",7786
1996,10,21,1996-10-21,"Mon",10790
1996,10,22,1996-10-22,"Tues",11857
1996,10,23,1996-10-23,"Wed",11807
1996,10,24,1996-10-24,"Thurs",11538
1996,10,25,1996-10-25,"Fri",11618
1996,10,26,1996-10-26,"Sat",8695
1996,10,27,1996-10-27,"Sun",8061
1996,10,28,1996-10-28,"Mon",10846
1996,10,29,1996-10-29,"Tues",12054
1996,10,30,1996-10-30,"Wed",11812
1996,10,31,1996-10-31,"Thurs",10313
1996,11,1,1996-11-01,"Fri",11717
1996,11,2,1996-11-02,"Sat",8614
1996,11,3,1996-11-03,"Sun",7753
1996,11,4,1996-11-04,"Mon",10846
1996,11,5,1996-11-05,"Tues",12019
1996,11,6,1996-11-06,"Wed",11575
1996,11,7,1996-11-07,"Thurs",11854
1996,11,8,1996-11-08,"Fri",11880
1996,11,9,1996-11-09,"Sat",8780
1996,11,10,1996-11-10,"Sun",7666
1996,11,11,1996-11-11,"Mon",10586
1996,11,12,1996-11-12,"Tues",11687
1996,11,13,1996-11-13,"Wed",11065
1996,11,14,1996-11-14,"Thurs",11516
1996,11,15,1996-11-15,"Fri",11523
1996,11,16,1996-11-16,"Sat",8562
1996,11,17,1996-11-17,"Sun",7808
1996,11,18,1996-11-18,"Mon",10712
1996,11,19,1996-11-19,"Tues",12001
1996,11,20,1996-11-20,"Wed",11557
1996,11,21,1996-11-21,"Thurs",11617
1996,11,22,1996-11-22,"Fri",11713
1996,11,23,1996-11-23,"Sat",8535
1996,11,24,1996-11-24,"Sun",7452
1996,11,25,1996-11-25,"Mon",11352
1996,11,26,1996-11-26,"Tues",12451
1996,11,27,1996-11-27,"Wed",11169
1996,11,28,1996-11-28,"Thurs",7770
1996,11,29,1996-11-29,"Fri",9302
1996,11,30,1996-11-30,"Sat",8315
1996,12,1,1996-12-01,"Sun",7929
1996,12,2,1996-12-02,"Mon",10969
1996,12,3,1996-12-03,"Tues",12123
1996,12,4,1996-12-04,"Wed",11837
1996,12,5,1996-12-05,"Thurs",11587
1996,12,6,1996-12-06,"Fri",11547
1996,12,7,1996-12-07,"Sat",8505
1996,12,8,1996-12-08,"Sun",7730
1996,12,9,1996-12-09,"Mon",10642
1996,12,10,1996-12-10,"Tues",11900
1996,12,11,1996-12-11,"Wed",11521
1996,12,12,1996-12-12,"Thurs",11845
1996,12,13,1996-12-13,"Fri",10623
1996,12,14,1996-12-14,"Sat",8618
1996,12,15,1996-12-15,"Sun",7717
1996,12,16,1996-12-16,"Mon",11193
1996,12,17,1996-12-17,"Tues",12379
1996,12,18,1996-12-18,"Wed",12116
1996,12,19,1996-12-19,"Thurs",12181
1996,12,20,1996-12-20,"Fri",12552
1996,12,21,1996-12-21,"Sat",8684
1996,12,22,1996-12-22,"Sun",7749
1996,12,23,1996-12-23,"Mon",10604
1996,12,24,1996-12-24,"Tues",9114
1996,12,25,1996-12-25,"Wed",7092
1996,12,26,1996-12-26,"Thurs",10321
1996,12,27,1996-12-27,"Fri",12260
1996,12,28,1996-12-28,"Sat",9103
1996,12,29,1996-12-29,"Sun",8193
1996,12,30,1996-12-30,"Mon",11911
1996,12,31,1996-12-31,"Tues",11924
1997,1,1,1997-01-01,"Wed",8349
1997,1,2,1997-01-02,"Thurs",9914
1997,1,3,1997-01-03,"Fri",11196
1997,1,4,1997-01-04,"Sat",8617
1997,1,5,1997-01-05,"Sun",7657
1997,1,6,1997-01-06,"Mon",10456
1997,1,7,1997-01-07,"Tues",11615
1997,1,8,1997-01-08,"Wed",10872
1997,1,9,1997-01-09,"Thurs",10981
1997,1,10,1997-01-10,"Fri",11545
1997,1,11,1997-01-11,"Sat",8368
1997,1,12,1997-01-12,"Sun",7524
1997,1,13,1997-01-13,"Mon",10267
1997,1,14,1997-01-14,"Tues",11502
1997,1,15,1997-01-15,"Wed",11319
1997,1,16,1997-01-16,"Thurs",11311
1997,1,17,1997-01-17,"Fri",11321
1997,1,18,1997-01-18,"Sat",8340
1997,1,19,1997-01-19,"Sun",7527
1997,1,20,1997-01-20,"Mon",10444
1997,1,21,1997-01-21,"Tues",11536
1997,1,22,1997-01-22,"Wed",11508
1997,1,23,1997-01-23,"Thurs",11511
1997,1,24,1997-01-24,"Fri",11410
1997,1,25,1997-01-25,"Sat",8634
1997,1,26,1997-01-26,"Sun",7526
1997,1,27,1997-01-27,"Mon",10527
1997,1,28,1997-01-28,"Tues",11661
1997,1,29,1997-01-29,"Wed",11084
1997,1,30,1997-01-30,"Thurs",11171
1997,1,31,1997-01-31,"Fri",11518
1997,2,1,1997-02-01,"Sat",8488
1997,2,2,1997-02-02,"Sun",7706
1997,2,3,1997-02-03,"Mon",10596
1997,2,4,1997-02-04,"Tues",11621
1997,2,5,1997-02-05,"Wed",11291
1997,2,6,1997-02-06,"Thurs",11228
1997,2,7,1997-02-07,"Fri",11538
1997,2,8,1997-02-08,"Sat",8411
1997,2,9,1997-02-09,"Sun",7566
1997,2,10,1997-02-10,"Mon",10778
1997,2,11,1997-02-11,"Tues",11734
1997,2,12,1997-02-12,"Wed",11548
1997,2,13,1997-02-13,"Thurs",11288
1997,2,14,1997-02-14,"Fri",12321
1997,2,15,1997-02-15,"Sat",8805
1997,2,16,1997-02-16,"Sun",7670
1997,2,17,1997-02-17,"Mon",10023
1997,2,18,1997-02-18,"Tues",11126
1997,2,19,1997-02-19,"Wed",11574
1997,2,20,1997-02-20,"Thurs",11571
1997,2,21,1997-02-21,"Fri",11458
1997,2,22,1997-02-22,"Sat",8845
1997,2,23,1997-02-23,"Sun",7553
1997,2,24,1997-02-24,"Mon",10481
1997,2,25,1997-02-25,"Tues",11566
1997,2,26,1997-02-26,"Wed",11573
1997,2,27,1997-02-27,"Thurs",11666
1997,2,28,1997-02-28,"Fri",11516
1997,3,1,1997-03-01,"Sat",8589
1997,3,2,1997-03-02,"Sun",7681
1997,3,3,1997-03-03,"Mon",10837
1997,3,4,1997-03-04,"Tues",11909
1997,3,5,1997-03-05,"Wed",11570
1997,3,6,1997-03-06,"Thurs",11523
1997,3,7,1997-03-07,"Fri",11571
1997,3,8,1997-03-08,"Sat",8700
1997,3,9,1997-03-09,"Sun",7649
1997,3,10,1997-03-10,"Mon",10691
1997,3,11,1997-03-11,"Tues",11944
1997,3,12,1997-03-12,"Wed",11661
1997,3,13,1997-03-13,"Thurs",11397
1997,3,14,1997-03-14,"Fri",11573
1997,3,15,1997-03-15,"Sat",8521
1997,3,16,1997-03-16,"Sun",7617
1997,3,17,1997-03-17,"Mon",10881
1997,3,18,1997-03-18,"Tues",11726
1997,3,19,1997-03-19,"Wed",11550
1997,3,20,1997-03-20,"Thurs",11634
1997,3,21,1997-03-21,"Fri",11846
1997,3,22,1997-03-22,"Sat",8641
1997,3,23,1997-03-23,"Sun",7594
1997,3,24,1997-03-24,"Mon",10903
1997,3,25,1997-03-25,"Tues",12160
1997,3,26,1997-03-26,"Wed",11845
1997,3,27,1997-03-27,"Thurs",11745
1997,3,28,1997-03-28,"Fri",11184
1997,3,29,1997-03-29,"Sat",8329
1997,3,30,1997-03-30,"Sun",7458
1997,3,31,1997-03-31,"Mon",10283
1997,4,1,1997-04-01,"Tues",10799
1997,4,2,1997-04-02,"Wed",11662
1997,4,3,1997-04-03,"Thurs",11669
1997,4,4,1997-04-04,"Fri",11657
1997,4,5,1997-04-05,"Sat",8576
1997,4,6,1997-04-06,"Sun",7207
1997,4,7,1997-04-07,"Mon",10726
1997,4,8,1997-04-08,"Tues",11840
1997,4,9,1997-04-09,"Wed",11356
1997,4,10,1997-04-10,"Thurs",11499
1997,4,11,1997-04-11,"Fri",11348
1997,4,12,1997-04-12,"Sat",8444
1997,4,13,1997-04-13,"Sun",7559
1997,4,14,1997-04-14,"Mon",10620
1997,4,15,1997-04-15,"Tues",11714
1997,4,16,1997-04-16,"Wed",11652
1997,4,17,1997-04-17,"Thurs",11743
1997,4,18,1997-04-18,"Fri",11560
1997,4,19,1997-04-19,"Sat",8497
1997,4,20,1997-04-20,"Sun",7673
1997,4,21,1997-04-21,"Mon",10793
1997,4,22,1997-04-22,"Tues",11979
1997,4,23,1997-04-23,"Wed",11783
1997,4,24,1997-04-24,"Thurs",11755
1997,4,25,1997-04-25,"Fri",11295
1997,4,26,1997-04-26,"Sat",8285
1997,4,27,1997-04-27,"Sun",7410
1997,4,28,1997-04-28,"Mon",10265
1997,4,29,1997-04-29,"Tues",11518
1997,4,30,1997-04-30,"Wed",11346
1997,5,1,1997-05-01,"Thurs",11608
1997,5,2,1997-05-02,"Fri",11686
1997,5,3,1997-05-03,"Sat",8502
1997,5,4,1997-05-04,"Sun",7868
1997,5,5,1997-05-05,"Mon",10982
1997,5,6,1997-05-06,"Tues",11855
1997,5,7,1997-05-07,"Wed",11781
1997,5,8,1997-05-08,"Thurs",11861
1997,5,9,1997-05-09,"Fri",11701
1997,5,10,1997-05-10,"Sat",8568
1997,5,11,1997-05-11,"Sun",7493
1997,5,12,1997-05-12,"Mon",11247
1997,5,13,1997-05-13,"Tues",12031
1997,5,14,1997-05-14,"Wed",11703
1997,5,15,1997-05-15,"Thurs",12109
1997,5,16,1997-05-16,"Fri",11749
1997,5,17,1997-05-17,"Sat",8493
1997,5,18,1997-05-18,"Sun",7845
1997,5,19,1997-05-19,"Mon",11189
1997,5,20,1997-05-20,"Tues",12346
1997,5,21,1997-05-21,"Wed",11910
1997,5,22,1997-05-22,"Thurs",12023
1997,5,23,1997-05-23,"Fri",12212
1997,5,24,1997-05-24,"Sat",8756
1997,5,25,1997-05-25,"Sun",7873
1997,5,26,1997-05-26,"Mon",8079
1997,5,27,1997-05-27,"Tues",11045
1997,5,28,1997-05-28,"Wed",12545
1997,5,29,1997-05-29,"Thurs",12357
1997,5,30,1997-05-30,"Fri",12061
1997,5,31,1997-05-31,"Sat",8853
1997,6,1,1997-06-01,"Sun",7763
1997,6,2,1997-06-02,"Mon",10716
1997,6,3,1997-06-03,"Tues",12037
1997,6,4,1997-06-04,"Wed",11794
1997,6,5,1997-06-05,"Thurs",11826
1997,6,6,1997-06-06,"Fri",11938
1997,6,7,1997-06-07,"Sat",8678
1997,6,8,1997-06-08,"Sun",7578
1997,6,9,1997-06-09,"Mon",10854
1997,6,10,1997-06-10,"Tues",12251
1997,6,11,1997-06-11,"Wed",12075
1997,6,12,1997-06-12,"Thurs",11882
1997,6,13,1997-06-13,"Fri",11214
1997,6,14,1997-06-14,"Sat",8835
