"replicate","name","year"
1,"Nox",2004
1,"Nox",1988
1,"Nox",2016
1,"Nox",1995
1,"Nox",1979
1,"Nox",1988
1,"Nox",2006
1,"Nox",2013
1,"Nox",1998
1,"Nox",1976
1,"Nox",1997
1,"Nox",1994
1,"Nox",1978
1,"Nox",2006
1,"Nox",1996
1,"Nox",1990
1,"Nox",1988
1,"Nox",2018
1,"Nox",2015
1,"Nox",1997
1,"Nox",2015
1,"Nox",1988
1,"Nox",1985
1,"Nox",2002
1,"Nox",1979
1,"Nox",2002
1,"Nox",2017
1,"Nox",1988
1,"Nox",2015
1,"Nox",1978
1,"Nox",1981
1,"Nox",2000
1,"Nox",2002
1,"Nox",1983
1,"Nox",2013
1,"Nox",1997
1,"Nox",1976
1,"Olivia",1992
1,"Olivia",2017
1,"Olivia",1993
1,"Olivia",1985
1,"Olivia",1979
1,"Olivia",1981
1,"Olivia",2006
1,"Olivia",1983
1,"Olivia",2004
1,"Olivia",1992
1,"Olivia",1985
1,"Olivia",1982
1,"Olivia",1978
1,"Olivia",2013
1,"Olivia",1982
1,"Olivia",1988
1,"Olivia",1993
1,"Olivia",2017
1,"Olivia",1994
1,"Olivia",1997
1,"Olivia",1979
1,"Olivia",1976
1,"Olivia",1995
1,"Olivia",1985
1,"Olivia",2015
1,"Olivia",1978
1,"Olivia",1992
1,"Olivia",1983
1,"Olivia",1982
1,"Olivia",1985
1,"Olivia",1976
1,"Olivia",2008
1,"Olivia",2004
1,"Olivia",1979
1,"Olivia",1976
1,"Olivia",1990
1,"Olivia",2017
1,"Olivia",1990
1,"Olivia",1997
1,"Olivia",2016
1,"Olivia",1996
1,"Olivia",1982
1,"Olivia",2015
1,"Olivia",2015
1,"Olivia",1992
1,"Olivia",1976
1,"Olivia",1971
1,"Olivia",1988
1,"Olivia",2016
1,"Olivia",1985
1,"Priya",2013
1,"Priya",1974
1,"Priya",2013
1,"Priya",1997
1,"Priya",2000
1,"Priya",1988
1,"Priya",2004
1,"Priya",1962
1,"Priya",1997
1,"Priya",2017
1,"Priya",1978
1,"Priya",2017
1,"Priya",2016
1,"Priya",2018
1,"Priya",2006
1,"Priya",1976
1,"Priya",1997
1,"Priya",1988
1,"Priya",2015
1,"Priya",1996
1,"Priya",1999
1,"Priya",1974
1,"Priya",1988
1,"Priya",1996
1,"Priya",1983
1,"Priya",2017
1,"Priya",1997
1,"Priya",2017
1,"Priya",1974
1,"Priya",1988
1,"Priya",2008
1,"Priya",2004
1,"Priya",1983
1,"Priya",1985
1,"Priya",2015
1,"Priya",1998
1,"Priya",1999
1,"Priya",2013
1,"Priya",1976
1,"Priya",1988
1,"Priya",2008
1,"Priya",2006
1,"Priya",2016
1,"Priya",1981
1,"Priya",1986
1,"Priya",1979
1,"Priya",1998
1,"Priya",1988
1,"Priya",1979
1,"Priya",1979
1,"Sarah",2006
1,"Sarah",1976
1,"Sarah",1981
1,"Sarah",2015
1,"Sarah",1976
1,"Sarah",2004
1,"Sarah",2016
1,"Sarah",1993
1,"Sarah",2004
1,"Sarah",2013
1,"Sarah",1997
1,"Sarah",2015
1,"Sarah",2013
1,"Sarah",2006
1,"Sarah",1988
1,"Sarah",1976
1,"Sarah",2015
1,"Sarah",1994
1,"Sarah",2015
1,"Sarah",1983
1,"Sarah",1996
1,"Sarah",2006
1,"Sarah",1978
1,"Sarah",1978
1,"Sarah",2017
1,"Sarah",1978
1,"Sarah",1983
1,"Sarah",1976
1,"Sarah",2017
1,"Sarah",2015
1,"Sarah",1983
1,"Sarah",1978
1,"Sarah",1995
1,"Sarah",1985
1,"Sarah",2015
1,"Sarah",1985
1,"Sarah",1983
1,"Sarah",1992
1,"Sarah",1983
1,"Sarah",2006
1,"Sarah",2015
1,"Sarah",2015
1,"Sarah",2016
1,"Sarah",2004
1,"Sarah",2000
1,"Sarah",1976
1,"Sarah",2006
1,"Sarah",1976
1,"Sarah",2015
1,"Sarah",2015
1,"Sofia",2002
1,"Sofia",2015
1,"Sofia",1997
1,"Sofia",2016
1,"Sofia",1996
1,"Sofia",2015
1,"Sofia",1990
1,"Sofia",1982
1,"Sofia",2017
1,"Sofia",2015
1,"Sofia",1993
1,"Sofia",1990
1,"Sofia",1978
1,"Sofia",1982
1,"Sofia",2015
1,"Sofia",1985
1,"Sofia",1978
1,"Sofia",2015
1,"Sofia",2015
1,"Sofia",1998
1,"Sofia",1979
1,"Sofia",1993
1,"Sofia",1985
1,"Sofia",1978
1,"Sofia",1990
1,"Sofia",1998
1,"Sofia",1997
1,"Sofia",1985
1,"Sofia",1981
1,"Sofia",1992
1,"Sofia",2000
1,"Sofia",1998
1,"Sofia",2017
1,"Sofia",1998
1,"Sofia",2015
1,"Sofia",2006
1,"Sofia",2013
1,"Sofia",1988
1,"Sofia",2015
1,"Sofia",2015
1,"Sofia",1994
1,"Sofia",1979
1,"Sofia",2015
1,"Sofia",2017
1,"Sofia",2013
1,"Sofia",2013
1,"Sofia",2015
1,"Sofia",1962
1,"Sofia",1982
1,"Sofia",1995
1,"Sunshihe",2016
1,"Sunshihe",1979
1,"Sunshihe",2017
1,"Sunshihe",2006
1,"Sunshihe",2000
1,"Sunshihe",2017
1,"Sunshihe",1982
1,"Sunshihe",1992
1,"Sunshihe",1988
1,"Sunshihe",2008
1,"Sunshihe",2015
1,"Sunshihe",1998
1,"Sunshihe",2013
1,"Sunshihe",1974
1,"Sunshihe",1985
1,"Sunshihe",1994
1,"Sunshihe",2015
1,"Sunshihe",2015
1,"Sunshihe",1983
1,"Sunshihe",1996
1,"Sunshihe",2002
1,"Sunshihe",2006
1,"Sunshihe",1979
1,"Sunshihe",1996
1,"Sunshihe",2004
1,"Sunshihe",1986
1,"Sunshihe",2017
1,"Sunshihe",1993
1,"Sunshihe",1983
1,"Sunshihe",1996
1,"Sunshihe",1985
1,"Sunshihe",1981
1,"Sunshihe",1982
1,"Sunshihe",1996
1,"Sunshihe",2017
1,"Sunshihe",2002
1,"Sunshihe",1992
1,"Sunshihe",1974
1,"Sunshihe",1983
1,"Sunshihe",2013
1,"Sunshihe",2016
1,"Sunshihe",2008
1,"Sunshihe",1979
1,"Sunshihe",2017
1,"Sunshihe",1978
1,"Sunshihe",1995
1,"Sunshihe",2008
1,"Sunshihe",2000
1,"Sunshihe",1982
1,"Sunshihe",1999
1,"Taylor",1994
1,"Taylor",2006
1,"Taylor",2002
1,"Taylor",1994
1,"Taylor",1976
1,"Taylor",2015
1,"Taylor",1996
1,"Taylor",1997
1,"Taylor",2015
1,"Taylor",1974
1,"Taylor",1974
1,"Taylor",2004
1,"Taylor",1983
1,"Taylor",2017
1,"Taylor",2016
1,"Taylor",1992
1,"Taylor",1988
1,"Taylor",2013
1,"Taylor",1988
1,"Taylor",2008
1,"Taylor",2004
1,"Taylor",2015
1,"Taylor",1990
1,"Taylor",2002
1,"Taylor",2017
1,"Taylor",2002
1,"Taylor",2018
1,"Taylor",2017
1,"Taylor",2017
1,"Taylor",2002
1,"Taylor",2013
1,"Taylor",1985
1,"Taylor",1988
1,"Taylor",2000
1,"Taylor",2008
1,"Taylor",2015
1,"Taylor",1997
1,"Taylor",1988
1,"Taylor",2006
1,"Taylor",1988
1,"Taylor",1994
1,"Taylor",1997
1,"Taylor",2004
1,"Taylor",1978
1,"Taylor",1974
1,"Taylor",2015
1,"Taylor",2017
1,"Taylor",1976
1,"Taylor",2000
1,"Taylor",2018
1,"Tim",2015
1,"Tim",1996
1,"Tim",1981
1,"Tim",2015
1,"Tim",1981
1,"Tim",1996
1,"Tim",2000
1,"Tim",1981
1,"Tim",1988
1,"Tim",2008
1,"Tim",2000
1,"Tim",2008
1,"Tim",2018
1,"Tim",1988
1,"Tim",2013
1,"Tim",2006
1,"Tim",1992
1,"Tim",2008
1,"Tim",1976
1,"Tim",1993
1,"Tim",1997
1,"Tim",1999
1,"Tim",1996
1,"Tim",2018
1,"Tim",1976
1,"Tim",2015
1,"Tim",2017
1,"Tim",2006
1,"Tim",1978
1,"Tim",2013
1,"Tim",1986
1,"Tim",1995
1,"Tim",1981
1,"Tim",1978
1,"Tim",1996
1,"Tim",2006
1,"Tim",1979
1,"Tim",1985
1,"Tim",2013
1,"Tim",1974
1,"Tim",2000
1,"Tim",1978
1,"Tim",2002
1,"Tim",2013
1,"Tim",1996
1,"Tim",2015
1,"Tim",2013
1,"Tim",2017
1,"Tim",1976
1,"Tim",2017
1,"Tina",1979
1,"Tina",2017
1,"Tina",1981
1,"Tina",1983
1,"Tina",2015
1,"Tina",2008
1,"Tina",1992
1,"Tina",2018
1,"Tina",1997
1,"Tina",1992
1,"Tina",1985
1,"Tina",2000
1,"Tina",2018
1,"Tina",2016
1,"Tina",1974
1,"Tina",2004
1,"Tina",1962
1,"Tina",2002
1,"Tina",1986
1,"Tina",1994
1,"Tina",2015
1,"Tina",1981
1,"Tina",1988
1,"Tina",1983
1,"Tina",1985
1,"Tina",1997
1,"Tina",2015
1,"Tina",1994
1,"Tina",1997
1,"Tina",2000
1,"Tina",2004
1,"Tina",2017
1,"Tina",1990
1,"Tina",1978
1,"Tina",1978
1,"Tina",1971
1,"Tina",2006
1,"Tina",2002
1,"Tina",2015
1,"Tina",1962
1,"Tina",1999
1,"Tina",1995
1,"Tina",2018
1,"Tina",1978
1,"Tina",1995
1,"Tina",1988
1,"Tina",1962
1,"Tina",2006
1,"Tina",1994
1,"Tina",1985
